# Collection of Eggs for Easter 2025
# Field order: Chocolatier, volume, weight, chocolate, wrapper, filling
Darrell Lea,2488.32,7465,2,0,0
Cadbury,462.407,925,2,1,1
Ferrero,114.129,114,1,1,2
Mars,3828.876,7658,1,1,1
Kinder,1227.978,2456,1,0,1
Cadbury,2429.939,4860,0,0,1
Lindt,1022.7,3068,0,1,0
Carob Creations,932.597,1865,1,1,1
Pink Lady,3279.472,9838,1,0,0
Cadbury,161.704,323,2,1,1
Ferrero,2604.783,2605,2,2,2
Ferrero,245.183,490,1,1,1
Lindt,916.407,916,0,1,2
Kinder,774.418,2323,2,0,0
Ferrero,1666.647,1667,2,1,2
Darrell Lea,1790.568,5372,0,0,0
Mars,1270.78,1271,0,0,2
Carob Creations,1902.72,3805,1,0,1
Mars,881.476,1763,2,0,1
Lindt,245.123,245,2,0,2
Darrell Lea,2749.491,2749,0,2,2
Pink Lady,1206.219,1206,1,0,2
Carob Creations,2005.443,6016,2,0,0
Lindt,2679.178,5358,0,2,1
Carob Creations,82.551,83,2,0,2
Cadbury,1635.398,1635,0,2,2
Carob Creations,3128.941,3129,0,2,2
Cadbury,3167.835,3168,2,1,2
Darrell Lea,1907.695,3815,0,1,1
Pink Lady,858.179,858,2,2,2
Mars,3433.269,3433,1,1,2
Darrell Lea,3259.344,3259,0,2,2
Pink Lady,2031.802,2032,1,0,2
Carob Creations,3130.393,9391,1,2,0
Darrell Lea,657.089,1314,0,0,1
Carob Creations,533.051,1066,1,2,1
Cadbury,3954.239,3954,1,1,2
Lindt,3459.51,6919,2,0,1
Cadbury,1606.081,3212,2,2,1
Carob Creations,2772.424,5545,1,2,1
Kinder,3864.766,3865,0,1,2
Ferrero,504.07,504,1,0,2
Mars,165.672,497,0,2,0
Cadbury,3291.742,3292,0,0,2
Pink Lady,988.103,2964,1,1,0
Ferrero,2089.336,6268,1,2,0
Pink Lady,2084.509,4169,2,2,1
Darrell Lea,1365.004,1365,1,0,2
Kinder,3622.583,7245,1,2,1
Carob Creations,2824.782,5650,2,0,1
Pink Lady,4151.436,12454,0,2,0
Mars,1600.459,3201,1,2,1
Mars,1042.423,1042,0,1,2
Ferrero,1058.816,3176,2,0,0
Pink Lady,4173.773,4174,0,1,2
Darrell Lea,6.478,6,1,0,2
Mars,1379.827,2760,0,1,1
Ferrero,3469.933,6940,0,0,1
Mars,1998.251,3997,1,0,1
Kinder,1073.702,2147,1,0,1
Mars,2065.202,6196,0,2,0
Mars,9.044,27,2,2,0
Mars,627.731,1255,2,0,1
Darrell Lea,3999.907,8000,2,0,1
Mars,629.911,1260,0,0,1
Carob Creations,2661.997,5324,0,1,1
Kinder,636.57,637,1,2,2
Mars,4054.245,8108,0,1,1
Carob Creations,1623.742,1624,2,0,2
Ferrero,2557.848,7674,1,1,0
Pink Lady,864.955,1730,2,0,1
Darrell Lea,3132.093,6264,0,2,1
Ferrero,2066.22,2066,0,2,2
Cadbury,3610.168,10831,1,2,0
Carob Creations,2666.282,2666,2,1,2
Ferrero,1515.394,1515,0,1,2
Lindt,3083.404,6167,2,1,1
Darrell Lea,2578.959,7737,0,0,0
Lindt,2429.204,2429,2,1,2
Lindt,2100.814,4202,0,0,1
Carob Creations,2692.025,2692,2,2,2
Carob Creations,992.063,1984,2,2,1
Cadbury,1627.763,3256,0,1,1
Mars,1011.695,3035,2,0,0
Darrell Lea,2308.485,6925,1,2,0
Pink Lady,3113.251,3113,2,0,2
Mars,309.624,619,1,0,1
Lindt,2278.127,6834,2,0,0
Carob Creations,1161.275,2323,1,1,1
Lindt,2513.236,5026,0,1,1
Pink Lady,1222.723,3668,2,0,0
Pink Lady,204.501,614,0,0,0
Lindt,822.678,823,2,1,2
Darrell Lea,1717.125,5151,1,1,0
Cadbury,1307.104,3921,1,1,0
Pink Lady,3105.784,3106,2,2,2
Darrell Lea,2357.877,2358,1,2,2
Darrell Lea,381.936,764,0,2,1
Mars,2929.033,5858,0,0,1
Darrell Lea,2707.678,2708,1,0,2
Darrell Lea,3530.548,10592,2,1,0
Cadbury,498.493,997,1,1,1
Kinder,346.192,692,1,0,1
Carob Creations,1751.483,3503,1,2,1
Mars,2608.698,5217,0,0,1
Cadbury,479.221,479,1,0,2
Ferrero,2832.075,2832,2,1,2
Cadbury,283.431,283,1,2,2
Cadbury,3377.281,3377,2,2,2
Kinder,2490.855,7473,2,1,0
Kinder,14.287,29,2,2,1
Ferrero,1551.232,1551,1,1,2
Lindt,1859.913,3720,2,2,1
Cadbury,802.173,2407,1,2,0
Lindt,3117.911,9354,1,1,0
Pink Lady,1486.138,4458,1,2,0
Pink Lady,3209.663,3210,1,2,2
Cadbury,1328.371,3985,1,2,0
Cadbury,2975.631,8927,2,2,0
Pink Lady,1803.946,1804,0,0,2
Darrell Lea,3543.029,3543,1,0,2
Cadbury,1619.662,3239,2,1,1
Pink Lady,323.83,648,1,2,1
Pink Lady,4056.041,12168,1,2,0
Ferrero,2321.011,2321,0,0,2
Kinder,3204.066,6408,0,2,1
Pink Lady,2889.881,8670,0,1,0
Cadbury,2415.345,4831,0,2,1
Lindt,3254.444,9763,0,0,0
Lindt,3117.579,3118,1,2,2
Darrell Lea,2218.181,6655,0,2,0
Ferrero,3440.466,3440,2,1,2
Kinder,3659.224,3659,2,2,2
Lindt,444.74,445,1,2,2
Lindt,2097.151,4194,1,0,1
Darrell Lea,3859.841,11580,2,2,0
Pink Lady,1301.763,3905,2,0,0
Carob Creations,725.575,1451,2,0,1
Ferrero,4137.446,8275,2,2,1
Cadbury,2341.512,7025,0,0,0
Pink Lady,3151.578,3152,0,1,2
Darrell Lea,859.956,860,1,2,2
Cadbury,2896.326,2896,1,2,2
Cadbury,2851.277,8554,0,2,0
Lindt,3599.527,7199,1,0,1
Lindt,3943.093,7886,1,2,1
Mars,2563.6,7691,2,0,0
Lindt,3895.907,11688,2,0,0
Lindt,84.458,169,1,1,1
Mars,3831.304,7663,1,1,1
Carob Creations,3694.831,7390,1,1,1
Ferrero,1228.332,2457,2,1,1
Darrell Lea,3616.596,7233,2,0,1
Ferrero,2160.49,6481,2,0,0
Pink Lady,235.804,236,1,1,2
Carob Creations,2329.97,6990,1,2,0
Ferrero,300.505,902,0,0,0
Mars,3434.416,10303,2,2,0
Mars,3899.107,3899,1,0,2
Pink Lady,526.924,527,0,0,2
Kinder,1061.991,2124,1,2,1
Mars,3252.747,3253,1,0,2
Ferrero,911.728,1823,1,1,1
Pink Lady,1122.347,2245,1,0,1
Kinder,4075.309,4075,0,2,2
Mars,2125.603,6377,2,2,0
Carob Creations,62.849,126,0,1,1
Carob Creations,2798.795,2799,1,0,2
Pink Lady,1427.114,2854,1,2,1
Lindt,3641.233,7282,2,1,1
Cadbury,2948.495,8845,1,2,0
Darrell Lea,2679.493,8038,2,2,0
Cadbury,882.988,1766,1,1,1
Ferrero,1584.044,1584,0,1,2
Ferrero,2489.141,7467,2,1,0
Carob Creations,3350.953,3351,1,0,2
Mars,4103.811,12311,0,0,0
Kinder,1539.314,1539,1,1,2
Mars,1058.922,3177,0,0,0
Cadbury,2967.412,5935,1,2,1
Mars,3837.719,11513,2,2,0
Cadbury,3598.879,3599,0,0,2
Carob Creations,1849.51,3699,2,1,1
Darrell Lea,814.928,815,1,2,2
Cadbury,3334.349,3334,0,1,2
Pink Lady,1076.111,2152,1,2,1
Darrell Lea,1797.097,5391,1,2,0
Carob Creations,4162.591,8325,2,1,1
Kinder,1994.684,1995,0,2,2
Lindt,1982.956,5949,2,2,0
Darrell Lea,1471.243,2942,1,0,1
Kinder,2906.989,2907,1,1,2
Carob Creations,2848.139,5696,0,0,1
Darrell Lea,2026.68,4053,1,0,1
Pink Lady,995.596,996,1,2,2
Darrell Lea,160.281,160,0,1,2
Mars,1325.085,3975,0,2,0
Lindt,1955.444,3911,1,1,1
Kinder,3200.036,9600,2,1,0
Pink Lady,2440.998,4882,0,2,1
Carob Creations,3680.728,11042,2,0,0
Ferrero,2791.224,8374,1,0,0
Cadbury,1372.515,1373,2,2,2
Cadbury,2169.376,2169,1,2,2
Lindt,1188.642,2377,2,2,1
Kinder,919.313,1839,2,2,1
Cadbury,2422.835,4846,2,1,1
Kinder,2799.2,2799,0,2,2
Cadbury,1238.354,3715,0,0,0
Carob Creations,2822.182,5644,0,1,1
Mars,3874.934,3875,2,0,2
Pink Lady,2863.863,5728,1,0,1
Cadbury,297.317,595,2,2,1
Kinder,843.63,1687,0,0,1
Cadbury,1736.73,5210,0,0,0
Carob Creations,1329.353,2659,2,0,1
Ferrero,3731.692,7463,2,1,1
Kinder,1196.247,3589,1,0,0
Pink Lady,18.693,19,0,1,2
Darrell Lea,185.975,372,0,1,1
Ferrero,1614.966,4845,2,2,0
Carob Creations,1840.194,5521,2,2,0
Cadbury,567.082,1134,2,1,1
Kinder,806.509,1613,0,0,1
Lindt,3784.18,7568,2,2,1
Pink Lady,3115.904,3116,0,1,2
Lindt,2745.533,5491,0,2,1
Pink Lady,2123.099,2123,2,0,2
Cadbury,4064.384,12193,2,2,0
Pink Lady,2612.129,7836,0,2,0
Ferrero,1119.732,1120,2,1,2
Darrell Lea,819.55,820,1,0,2
Darrell Lea,2637.273,2637,2,0,2
Cadbury,2660.722,7982,1,0,0
Carob Creations,2362.521,4725,1,0,1
Kinder,1370.401,2741,1,0,1
Cadbury,3243.905,3244,2,0,2
Cadbury,224.678,225,2,2,2
Mars,1788.782,5366,0,1,0
Lindt,1517.695,4553,2,2,0
Pink Lady,2260.088,4520,1,0,1
Pink Lady,3413.303,10240,1,0,0
Kinder,523.166,1046,1,0,1
Kinder,444.582,445,0,2,2
Darrell Lea,2160.09,6480,0,0,0
Mars,3037.039,6074,2,0,1
Kinder,201.888,202,2,2,2
Ferrero,2839.414,2839,2,2,2
Mars,1252.06,3756,0,0,0
Pink Lady,483.59,484,2,0,2
Darrell Lea,3846.711,7693,0,0,1
Lindt,1867.962,1868,2,2,2
Carob Creations,1933.14,1933,0,0,2
Kinder,1385.418,2771,2,2,1
Lindt,3136.406,3136,2,2,2
Kinder,3778.17,11335,1,2,0
Pink Lady,3590.087,10770,0,2,0
Darrell Lea,1943.877,5832,2,0,0
Pink Lady,3802.329,7605,2,0,1
Carob Creations,3154.753,6310,2,0,1
Darrell Lea,75.262,75,1,2,2
Kinder,130.223,260,0,2,1
Kinder,3788.99,3789,1,1,2
Carob Creations,2543.946,7632,2,2,0
Darrell Lea,458.67,459,0,0,2
Carob Creations,1210.317,1210,0,0,2
Pink Lady,2243.331,2243,2,1,2
Lindt,3339.16,3339,2,1,2
Cadbury,1014.179,3043,2,0,0
Darrell Lea,2352.564,7058,1,2,0
Darrell Lea,4001.548,4002,1,2,2
Lindt,325.286,651,1,0,1
Pink Lady,1802.172,3604,0,0,1
Mars,447.283,447,1,2,2
Darrell Lea,320.323,320,0,2,2
Mars,3919.043,3919,0,0,2
Lindt,358.363,717,1,1,1
Darrell Lea,3577.137,3577,0,0,2
Pink Lady,3843.153,3843,1,2,2
Carob Creations,1399.42,1399,2,1,2
Ferrero,768.147,768,2,1,2
Pink Lady,3936.627,3937,0,2,2
Lindt,744.76,745,1,0,2
Carob Creations,3359.017,6718,0,1,1
Mars,1334.008,1334,2,0,2
Kinder,2632.472,5265,0,1,1
Lindt,619.324,1858,1,2,0
Kinder,897.262,1795,2,0,1
Carob Creations,3075.253,3075,1,2,2
Ferrero,1952.937,3906,0,0,1
Ferrero,2226.222,6679,0,2,0
Ferrero,4065.721,8131,1,1,1
Mars,3239.486,3239,0,0,2
Mars,142.885,143,1,2,2
Kinder,640.688,641,0,2,2
Carob Creations,2606.599,5213,2,1,1
Cadbury,2602.469,5205,2,2,1
Cadbury,92.94,279,1,1,0
Darrell Lea,1759.023,3518,1,1,1
Cadbury,3319.34,6639,2,0,1
Lindt,503.467,1007,1,0,1
Pink Lady,204.084,612,1,0,0
Ferrero,1431.497,1431,2,2,2
Kinder,3507.274,10522,1,0,0
Carob Creations,1350.567,4052,1,1,0
Carob Creations,127.276,382,1,0,0
Darrell Lea,2223.05,6669,2,1,0
Lindt,2279.164,2279,0,0,2
Mars,951.762,952,1,2,2
Kinder,2284.995,2285,2,0,2
Mars,2338.009,2338,1,0,2
Ferrero,3199.071,6398,1,0,1
Lindt,2903.439,2903,0,2,2
Lindt,4042.184,12127,2,2,0
Cadbury,3483.02,3483,2,1,2
Mars,3929.61,11789,1,1,0
Ferrero,1429.787,4289,0,2,0
Darrell Lea,2892.748,2893,0,0,2
Darrell Lea,4024.738,8049,1,0,1
Ferrero,1320.565,3962,0,0,0
Mars,359.571,1079,1,1,0
Mars,3325.854,9978,2,1,0
Lindt,1332.043,1332,1,1,2
Kinder,1435.298,1435,1,0,2
Cadbury,3831.624,11495,0,1,0
Darrell Lea,1417.525,2835,1,1,1
Darrell Lea,2649.174,7948,2,1,0
Pink Lady,3041.427,3041,2,0,2
Cadbury,3281.685,9845,2,1,0
Cadbury,1407.755,1408,0,0,2
Carob Creations,1054.18,1054,1,1,2
Darrell Lea,2929.486,5859,1,1,1
Kinder,3332.333,3332,0,0,2
Cadbury,3073.256,3073,2,1,2
Cadbury,1056.464,2113,2,1,1
Darrell Lea,3478.752,6958,0,1,1
Ferrero,264.674,794,0,0,0
Pink Lady,653.482,1960,1,0,0
Darrell Lea,3978.702,7957,0,0,1
Kinder,2822.727,2823,2,2,2
Kinder,3183.75,3184,0,1,2
Kinder,3528.085,10584,2,1,0
Mars,98.616,197,1,1,1
Pink Lady,2653.896,2654,0,2,2
Lindt,648.471,648,0,1,2
Kinder,1117.04,2234,2,1,1
Ferrero,4135.751,12407,2,2,0
Kinder,2473,4946,0,2,1
Kinder,2401.364,7204,2,0,0
Pink Lady,492.11,984,1,0,1
Lindt,2720.351,5441,0,1,1
Pink Lady,1091.946,2184,2,1,1
Pink Lady,1770.821,5312,1,1,0
Kinder,415.177,830,0,1,1
Pink Lady,161.63,323,2,0,1
Darrell Lea,3487.051,10461,1,2,0
Kinder,1593.058,3186,0,2,1
Cadbury,1644.653,4934,1,0,0
Darrell Lea,1886.136,3772,0,0,1
Carob Creations,3716.643,3717,0,1,2
Pink Lady,2742.085,2742,2,2,2
Carob Creations,2622.082,2622,2,1,2
Kinder,539.289,1618,1,0,0
Pink Lady,1779.461,1779,1,2,2
Lindt,1812.41,5437,0,1,0
Ferrero,1287.146,3861,2,2,0
Mars,1225.294,2451,0,2,1
Mars,2201.718,4403,1,2,1
Pink Lady,3521.891,3522,2,1,2
Darrell Lea,1761.851,3524,0,1,1
Mars,503.462,1510,1,2,0
Pink Lady,2953.147,8859,1,2,0
Pink Lady,1102.862,2206,1,2,1
Kinder,12.183,12,2,0,2
Mars,4030.422,12091,2,2,0
Carob Creations,1454.929,1455,2,1,2
Pink Lady,1141.584,1142,1,1,2
Cadbury,3124.307,6249,2,2,1
Lindt,2558.311,2558,0,2,2
Darrell Lea,278.386,835,1,0,0
Mars,1228.181,2456,1,0,1
Carob Creations,481.136,481,0,1,2
Carob Creations,3878.941,3879,2,0,2
Kinder,1428.084,4284,0,0,0
Mars,2890.06,2890,1,0,2
Carob Creations,1328.79,1329,1,1,2
Mars,4051.664,8103,0,0,1
Pink Lady,2113.723,4227,2,1,1
Cadbury,1344.931,2690,2,0,1
Ferrero,2243.745,2244,1,0,2
Lindt,1195.487,1195,1,1,2
Pink Lady,4182.459,12547,2,2,0
Mars,2146.717,6440,0,0,0
Kinder,1026.257,2053,0,0,1
Kinder,3766.583,3767,0,0,2
Cadbury,2779.107,5558,1,2,1
Cadbury,4054.844,12165,0,0,0
Pink Lady,3588.621,10766,0,0,0
Kinder,182.946,183,0,2,2
Carob Creations,3176.052,3176,0,1,2
Darrell Lea,6.543,13,2,1,1
Cadbury,2416.555,4833,1,0,1
Pink Lady,2390.688,4781,2,0,1
Ferrero,232.231,232,2,2,2
Cadbury,1278.172,3835,0,2,0
Mars,2230.408,6691,0,2,0
Darrell Lea,3914.159,3914,0,2,2
Mars,181.064,543,0,1,0
Cadbury,4135.451,8271,0,2,1
Pink Lady,237.584,475,1,2,1
Darrell Lea,1239.996,3720,0,0,0
Cadbury,781.595,1563,2,0,1
Lindt,3576.128,3576,2,2,2
Pink Lady,2817.887,8454,2,2,0
Ferrero,3483.856,6968,0,2,1
Darrell Lea,722.391,2167,0,1,0
Ferrero,3303.232,3303,1,1,2
Ferrero,2961.585,2962,0,1,2
Pink Lady,2346.909,4694,2,0,1
Ferrero,2615.096,2615,1,2,2
Mars,519.097,1557,1,0,0
Lindt,992.524,1985,0,0,1
Pink Lady,2217.676,6653,0,1,0
Pink Lady,1741.515,1742,2,0,2
Lindt,1620.934,4863,2,0,0
Lindt,798.395,2395,2,2,0
Pink Lady,3156.085,9468,2,0,0
Darrell Lea,688.558,689,2,0,2
Carob Creations,1393.011,2786,2,0,1
Mars,3730.103,11190,1,2,0
Ferrero,1070.254,1070,0,2,2
Cadbury,1199.41,2399,1,1,1
Mars,3259.358,9778,0,2,0
Cadbury,798.367,1597,0,1,1
Kinder,2702.455,2702,1,2,2
Kinder,4127.679,8255,0,1,1
Ferrero,764.09,1528,1,1,1
Pink Lady,409.758,410,0,1,2
Kinder,2735.007,5470,1,1,1
Cadbury,3237.458,9712,0,1,0
Mars,2396.483,4793,0,0,1
Lindt,2742.342,8227,0,0,0
Cadbury,3677.959,11034,0,1,0
Darrell Lea,3474.775,3475,0,2,2
Mars,3605.617,10817,1,2,0
Lindt,3676.762,11030,1,0,0
Mars,1102.817,2206,2,2,1
Kinder,1511.97,1512,2,1,2
Mars,29.688,89,1,2,0
Mars,3612.224,3612,0,2,2
Ferrero,3446.367,6893,0,2,1
Kinder,3709.916,3710,0,1,2
Kinder,1158.118,1158,1,0,2
Mars,2865.338,2865,1,2,2
Pink Lady,1184.195,2368,2,1,1
Carob Creations,3801.832,7604,2,2,1
Darrell Lea,4188.582,12566,2,0,0
Darrell Lea,3056.489,3056,1,0,2
Mars,815.278,815,1,2,2
Pink Lady,3322.99,6646,1,1,1
Darrell Lea,1614.187,3228,0,0,1
Carob Creations,3380.547,3381,2,1,2
Lindt,1483.224,2966,2,0,1
Kinder,3031.466,6063,2,1,1
Pink Lady,219.315,658,0,0,0
Kinder,699.328,1399,1,2,1
Lindt,704.137,704,2,0,2
Mars,2302.168,4604,1,1,1
Darrell Lea,3923.323,3923,0,0,2
Kinder,3445.856,3446,1,1,2
Ferrero,1087.281,1087,1,0,2
Ferrero,4043.813,4044,2,0,2
Ferrero,2270.923,2271,2,0,2
Kinder,629.341,1888,1,0,0
Kinder,1858.42,5575,0,2,0
Pink Lady,2260.789,2261,2,0,2
Darrell Lea,2552.595,2553,0,1,2
Carob Creations,191.109,382,0,2,1
Carob Creations,610.807,1222,1,2,1
Kinder,903.126,1806,1,1,1
Cadbury,3977.439,3977,0,1,2
Carob Creations,1078.366,2157,1,1,1
Ferrero,2198.734,2199,2,1,2
Carob Creations,802.669,2408,2,1,0
Ferrero,3730.14,11190,1,0,0
Darrell Lea,41.434,41,2,2,2
Lindt,1359.989,2720,1,2,1
Pink Lady,2925.716,2926,2,2,2
Mars,1434.372,4303,0,1,0
Carob Creations,2025.13,6075,0,0,0
Lindt,75.409,151,0,0,1
Pink Lady,3224.11,9672,2,1,0
Carob Creations,643.345,1930,2,1,0
Ferrero,2446.754,2447,0,2,2
Pink Lady,1788.018,3576,1,1,1
Kinder,1190.064,2380,2,1,1
Cadbury,2608.485,5217,1,1,1
Kinder,3010.529,9032,2,2,0
Lindt,3813.538,3814,0,2,2
Lindt,707.86,1416,2,0,1
Cadbury,826.893,2481,2,2,0
Darrell Lea,2976.55,2977,1,1,2
Carob Creations,3866.769,7734,1,0,1
Kinder,1890.188,5671,1,1,0
Lindt,3116.824,3117,2,1,2
Darrell Lea,580.362,580,2,0,2
Ferrero,3601.145,7202,2,0,1
Mars,3223.458,6447,1,2,1
Ferrero,2636.734,7910,2,0,0
Mars,400.756,401,0,0,2
Carob Creations,301.782,905,0,1,0
Cadbury,2283.938,2284,2,2,2
Mars,2293.557,2294,0,0,2
Darrell Lea,842.356,1685,2,0,1
Lindt,2576.847,2577,0,2,2
Pink Lady,4126.513,8253,2,2,1
Pink Lady,3122.672,3123,1,0,2
Kinder,447.26,447,2,2,2
Cadbury,555.555,556,1,0,2
Kinder,2268.399,4537,1,1,1
Ferrero,2489.939,4980,2,1,1
Kinder,3104.07,9312,1,2,0
Ferrero,1161.263,3484,1,1,0
Cadbury,3412.092,10236,1,2,0
Lindt,3918.295,7837,1,2,1
Kinder,3286.247,9859,2,1,0
Lindt,3910.875,11733,2,2,0
Lindt,2668.995,8007,2,2,0
Cadbury,1413.709,4241,0,1,0
Kinder,1544.47,3089,0,2,1
Ferrero,1930.78,3862,0,0,1
Ferrero,2317.439,4635,1,0,1
Carob Creations,3603.238,10810,0,2,0
Cadbury,2624.092,5248,0,2,1
Mars,4161.073,4161,0,0,2
Kinder,1557.595,1558,0,1,2
Kinder,3454.345,10363,1,0,0
Darrell Lea,3839.019,7678,2,1,1
Cadbury,2590.803,5182,2,2,1
Mars,2276.95,6831,1,0,0
Lindt,2245.037,4490,2,1,1
Lindt,1655.919,1656,0,0,2
Kinder,1647.024,4941,1,2,0
Lindt,2962.228,2962,1,2,2
Lindt,1035.096,2070,1,2,1
Pink Lady,4014.15,8028,1,0,1
Cadbury,4167.455,12502,0,1,0
Darrell Lea,1240.973,2482,0,0,1
Pink Lady,4149.272,4149,0,0,2
Darrell Lea,3720.428,7441,1,2,1
Mars,2700.138,5400,2,1,1
Mars,2762.099,8286,1,2,0
Cadbury,1258.905,1259,1,0,2
Cadbury,1263.404,1263,1,1,2
Pink Lady,2024.403,4049,0,0,1
Kinder,1274.392,2549,0,0,1
Ferrero,229.275,229,2,0,2
Pink Lady,9.225,9,0,0,2
Pink Lady,3669.831,7340,1,0,1
Ferrero,3596.244,10789,2,2,0
Kinder,2883.113,2883,2,0,2
Kinder,1119.128,1119,1,0,2
Ferrero,2355.566,4711,0,2,1
Kinder,1938.79,1939,0,1,2
Carob Creations,2866.866,8601,1,0,0
Darrell Lea,1923.352,5770,1,0,0
Cadbury,3555.59,7111,1,1,1
Cadbury,869.619,870,0,2,2
Darrell Lea,1385.83,1386,0,0,2
Ferrero,3248.39,9745,1,1,0
Ferrero,1525.24,4576,2,1,0
Pink Lady,1097.345,1097,2,2,2
Mars,3690.984,7382,2,2,1
Mars,1853.677,3707,0,1,1
Lindt,3249.262,3249,1,2,2
Lindt,774.264,774,1,2,2
Cadbury,2581.483,5163,0,0,1
Pink Lady,3274.119,3274,1,0,2
Ferrero,3642.173,10927,1,0,0
Lindt,1411.655,2823,0,0,1
Cadbury,891.175,2674,1,0,0
Cadbury,2104.218,4208,1,1,1
Kinder,1601.906,3204,2,0,1
Mars,3955.842,3956,1,2,2
Darrell Lea,3702.243,11107,2,0,0
Kinder,2577.489,2577,1,1,2
Ferrero,397.73,398,1,2,2
Mars,3631.041,10893,0,1,0
Pink Lady,2637.276,2637,1,0,2
Lindt,3468.772,3469,0,0,2
Lindt,2797.661,8393,2,0,0
Cadbury,1894.333,5683,0,1,0
Darrell Lea,2115.971,6348,2,0,0
Kinder,1910.067,1910,2,2,2
Lindt,2670.982,5342,0,1,1
Ferrero,256.41,513,0,1,1
Lindt,945.478,1891,0,2,1
Cadbury,2871.985,5744,1,1,1
Carob Creations,2052.284,4105,1,2,1
Kinder,842.373,1685,1,0,1
Ferrero,3526.392,3526,2,0,2
Kinder,1885.978,3772,2,2,1
Mars,3946.67,3947,0,2,2
Lindt,2156.974,2157,1,0,2
Pink Lady,2826.99,8481,2,0,0
Kinder,310.799,932,0,0,0
Mars,1312.205,2624,1,2,1
Lindt,3949.844,3950,1,0,2
Cadbury,1037.899,1038,0,0,2
Cadbury,3338.281,3338,1,2,2
Lindt,3875.61,11627,2,0,0
Carob Creations,3444.146,3444,1,2,2
Pink Lady,1707.737,5123,2,0,0
Ferrero,3015.984,6032,2,0,1
Carob Creations,3440.296,6881,2,1,1
Lindt,1203.511,3611,1,0,0
Pink Lady,607.806,608,0,0,2
Darrell Lea,2453.894,2454,0,1,2
Mars,3422.8,6846,2,2,1
Lindt,3407.408,3407,0,1,2
Mars,40.867,82,0,2,1
Carob Creations,3063.912,9192,0,1,0
Ferrero,2635.106,2635,2,2,2
Lindt,1850.813,5552,1,0,0
Carob Creations,2409.922,4820,0,1,1
Ferrero,554.199,554,1,1,2
Cadbury,790.008,1580,0,0,1
Pink Lady,3345.553,3346,2,1,2
Lindt,837.892,1676,2,2,1
Mars,3896.137,3896,1,2,2
Kinder,1473.454,1473,0,0,2
Darrell Lea,3971.719,7943,0,2,1
Mars,390.845,782,0,1,1
Mars,3708.952,11127,2,1,0
Cadbury,3709.595,3710,0,2,2
Cadbury,1863.616,5591,1,0,0
Ferrero,1144.183,2288,0,0,1
Carob Creations,3568.531,3569,2,1,2
Lindt,4034.08,4034,0,0,2
Ferrero,1804.379,1804,2,2,2
Darrell Lea,159.605,160,1,0,2
Mars,838.237,1676,1,0,1
Ferrero,1996.535,5990,0,1,0
Carob Creations,257.126,514,0,2,1
Ferrero,3129.23,6258,0,1,1
Pink Lady,3627.626,7255,0,2,1
Kinder,2977.772,2978,0,2,2
Pink Lady,2099.53,6299,0,0,0
Mars,4154.558,12464,2,2,0
Cadbury,637.498,637,0,2,2
Kinder,1903.555,1904,0,1,2
Mars,557.573,1115,2,1,1
Carob Creations,4149.683,4150,2,2,2
Ferrero,3148.678,6297,2,0,1
Pink Lady,2472.671,2473,0,1,2
Lindt,287.513,863,0,1,0
Pink Lady,3585.79,10757,2,2,0
Cadbury,2887.86,8664,1,1,0
Carob Creations,1920.991,5763,2,2,0
Cadbury,641.731,1283,2,0,1
Ferrero,3863.564,11591,2,0,0
Cadbury,783.095,2349,0,2,0
Ferrero,2233.796,6701,1,1,0
Mars,1950.251,5851,0,2,0
Lindt,4068.644,8137,0,0,1
Carob Creations,786.869,2361,2,1,0
Ferrero,2526.857,5054,2,0,1
Lindt,3496.716,6993,0,2,1
Ferrero,303.04,303,2,2,2
Pink Lady,236.386,473,1,1,1
Pink Lady,1285.003,1285,1,1,2
Kinder,3247.624,9743,0,1,0
Carob Creations,347.947,348,0,2,2
Kinder,1150.38,2301,0,2,1
Cadbury,2208.954,2209,0,1,2
Mars,3945.672,7891,2,1,1
Ferrero,2456.466,4913,0,0,1
Mars,1565.994,3132,0,2,1
Darrell Lea,3685.199,11056,1,0,0
Carob Creations,2205.662,4411,0,1,1
Mars,242.231,484,1,0,1
Pink Lady,3716.943,7434,1,1,1
Carob Creations,574.409,1723,2,0,0
Darrell Lea,2744.205,2744,0,0,2
Darrell Lea,3745.313,3745,1,2,2
Cadbury,2138.289,2138,2,2,2
Lindt,3325.533,3326,1,0,2
Carob Creations,1763.478,1763,1,2,2
Darrell Lea,2646.429,5293,2,2,1
Darrell Lea,117.257,235,1,2,1
Ferrero,2800.572,8402,0,1,0
Mars,3417.247,3417,2,0,2
Ferrero,185.948,558,2,0,0
Cadbury,1644.183,1644,0,2,2
Darrell Lea,981.747,982,1,2,2
Kinder,976.359,1953,2,1,1
Lindt,3070.228,3070,2,2,2
Carob Creations,2519.239,5038,2,0,1
Cadbury,2672.176,8017,2,0,0
Carob Creations,1897.848,5694,1,0,0
Pink Lady,821.755,2465,2,1,0
Carob Creations,2408.631,2409,0,1,2
Cadbury,1231.748,1232,2,1,2
Mars,1792.332,1792,0,1,2
Mars,292.922,586,0,0,1
Pink Lady,1937.863,3876,2,1,1
Carob Creations,3166.969,9501,0,0,0
Darrell Lea,451.331,903,1,0,1
Mars,1097.781,2196,2,2,1
Darrell Lea,2771.153,5542,1,2,1
Ferrero,3055.722,6111,1,0,1
Pink Lady,2651.969,5304,2,0,1
